"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2015015340,"05","1","7615  LANCASTER AVE","","MYERSTOWN","PA","17067","DUTCH VALLEY FOOD DISTRIBUTORS","7172691347","080000","","","","","N","","","","","","N","","2","02348581","08"
2015101038,"02","1","201 KENDIG RD.","","WILLOW STREET","PA","17584","HOMETOWN PROVISIONS INC","7174644165","025950","","","","","N","","","","","","N","","1","01571257","03"
2015106247,"05","3","300 SCOTTDALE AVEENUE","","SCOTDALE","PA","15683","PENN LINE SERVICE INC.","7248879110","080000","","","","","N","","","","","","N","","2","00093930","99"
2015132943,"05","1","P.O. BOX 1650","","CLACKAMAS","OR","97015","AGA EXPRESS LLC","5035445587","080000","","","","","N","","","","","","N","","1","01833010","08"
2015077642,"99","9","UNKNOWN","","UNKNOWN","ZZ","UNKNOWN","UNKNOWN","9999999999","","","","","","","","","","","","U","","1","00000099","08"
2015095530,"99","9","UNKNOWN","","UNKNOWN","ZZ","UNKNOWN","UNKNOWN","9999999999","","","","","","","","","","","","U","","1","99999999","99"
2015015188,"05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNNOWN","9999999999","","","","","","N","","","","","","N","","2","09999999","08"
2015049275,"99","3","151 GROFT DRIVE`","","NEW OXFORD DRIVE","PA","17350","JMG TRUCKING LLC","7174650566","080000","","","","","N","","","","","","N","","1","02138304","08"
2015049275,"99","1","321 TECH DRIVE","","BURNS HARBOR","IN","46304","CR ENGLAND INC","8008971801","080000","","","","","N","","","","","","N","","2","00028406","08"
2015049275,"99","2","6174 HWY 70 WEST","","KINSTON","NC","28504","TIDEWATER TRANSIT COMPANY INC","9104835314","080000","","","","","N","","","","","","N","","3","00090882","08"
2015076234,"99","1","501 S SECOND ST","","SPRINGFIELD","IL","62756","CARDINAL LOGISTICS","2177851800","080000","","","","","N","","","","","","N","","2","00191496","08"
2015030066,"03","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING CO.","2193911030","054999","","","","","","","","","","","N","","3","00312282","08"
2015030066,"03","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING CO.","2193911030","","","","","","","","","","","","N","","2","00312282","08"
2015125582,"03","9","100 ILLINOIS ST","","ST CHARLES","IL","60174","GREATWIDE DEDICATED TRANSPORT LL","7173350448","080000","","","","","N","","","","","","N","","1","00859109","99"
2015084302,"05","3","582 S EGG HARBOR RD","","HAMMONTON","NJ","08037","UNIVERSAL SUPPLY CO","6095610900","080000","","","","","N","","","","","","N","","2","01985871","06"
2015056294,"05","3","442 LAGONDA RD","","MORGAN CITY","LA","70380","MONSTER WHEELS","9855182771","080000","","","","","N","","","","","","N","","2","01384408","08"
2015021562,"03","1","128 IVY COURT","","FLEMINGTON","NJ","08822","MSC EXPRESS INC","9088768796","080000","","","","","N","","","","","000000000","N","A-00000000","2","00212340","06"
2015129927,"01","8","1801 BUSHKILL DR","","EASTON","PA","18045","EASTON AREA SCHOOL DISTRICT","6102502563","029000","","","","","N","","","","","","N","","3","01126227","11"
2016001276,"03","1","6525 SHILOH ROAD SUIT 9","","ALPHARETTA","GA","30005","LAZER SPOT INC.","7172264152","080000","","","","","N","","","","","","N","","2","00085062","08"
2015104951,"99","9","3915 MONTMORENCI RD","","RIDGWAY","PA","15853","J O B LOGGING INC","9999999999","073280","","","","","","","","","","","N","","2","","09"
2015058507,"05","1","5023 GRAMERCY RD","","LABELLE","FL","33935","L7L TRUCKING OF SWFL INC","4052830698","080000","","","","","N","","","","","","N","","1","02197241","06"
2015111542,"04","6","1770 NORTH IMLER VALLEY","","IMLER","PA","16655","TL BLACK TRUCKING LLC","8142395855","022500","","","","","N","","","","","","N","","1","01706762","08"
2015119439,"03","1","1520 MONDAMIN AVE #1","","DES MOINES","IA","50314","PAMISON TRANS LLC","5152373268","080000","","","","","N","","","","","","N","","1","00612596","09"
2015129039,"05","1","960 BRITANNIA RD EAST  UNIT 4","232-6045 CREDITVIEW RD L5V0B1","MISSISSAUGA","ON","L4W5M","S G L  INTERNATIONAL","9056967372","080000","","","","","N","","","","","","N","","1","01777480","08"
2015024798,"05","9","1895 NORTH DEFIANCE TRA","","SPENCERVILLE","OH","45887","TOM AGLER LIVESTOCK","4192343444","080000","","","","","N","","","","","","N","","2","00667857","06"
2015094568,"02","4","1350 ROUTE 30, P.O. BOX","","LAUGHLINTOWN","PA","15655","LIGONIER CONSTRUCTION CO/DAVID S","7242384782","017500","","","","","N","","","","","","N","","1","01288308","03"
2015005401,"05","3","4000 49TH AVE.","","MOLINE","IL","61265","FTI.  FREDERICK-THOMPSON CO.","8004474822","","","","","","N","","","","","","N","","2","00431825","06"
2015060597,"02","4","537 STEVENS ROAD","","EPHRATA","PA","17522","HURST EXCAVATING INC","7177330643","","","","","","N","","","","","","N","","3","00155358","03"
2015045056,"03","9","1050 SWEDESFORD ROAD","","BERWYN","PA","19312","PECO ENERGY COMPANY","2153539124","011200","","","","","N","","","","","","N","","2","","98"
2015003171,"02","8","345 6TH AVE 3RD FLOOR","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","A-00976060","2","","11"
2015024397,"09","1","2416 OAKLAND AVE S","","MINNEAPOLIS","MN","55404","ABDULCADIR HERSI","6122279243","080000","","","","","N","","","","","001928463","N","","1","","08"
2015035371,"05","1","2775 W COUNTY RD","","ORLEANS","IN","47452","R.S.DAUGHERTY","8128653022","080000","","","","","N","","","","","","N","","2","00698231","08"
2015079351,"02","1","12 MCCANDLESS AVENUE","","PITTSBURGH","PA","15201","DEAN TRANSPORTATION INC","4127810393","","","","","","N","","","","","","N","A-99999999","1","00999999","03"
2015101678,"02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","A-00976060","1","","11"
2015022798,"03","1","916 BRUSH CREEK ROAD","","WARRENDALE","PA","15085","DANDY SERVICE CORP","8553133636","","","","","","N","","","","","000023035","N","A-00111688","2","00202393","04"
2015029358,"05","2","2075 RITNER HIGHWAY","","CARLISLE","PA","17015","CLOUSE TRUCKING INC","7172492418","080000","","","","","N","","","","","0MC174778","N","A-00106830","1","00005706","08"
2015077125,"05","1","PO BOX 307","","EDINBURG","VA","22824-0307","APPALACHIAN HOLDINGS INC","8008258750","080000","","","","","N","","","","","","N","","1","00032173","08"
2015038569,"99","9","HWY 175","","ALLENTON","WI","53002","BEST CAPITAL","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2015131250,"01","6","990 SPRING GARDEN","","PHILADELPHIA","PA","19123","OUR FAMILY TOWING","9999999999","011400","","","","","N","","","","","","N","","2","","09"
2015082165,"05","3","4141 150TH STREET NW","","CLEARWATER","MN","55320","D & E TRANSPORT LLC","7638783105","052000","","","","","N","","","","","000212852","N","","1","00600140","08"
2015012319,"99","2","200 HELEN ST","","SOUTH PLAINFIELD","NJ","07080","BAKERS EXPRESS","8886253779","999999","","","","","N","","","","","","N","","2","","08"
2015086262,"99","8","1234 MARKET ST 14TH  FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2015039387,"99","8","315 NORTHAMPTON ST","","KINGSTON","PA","18704","LUZERNE COUNTY TRANSPORTATION","9999999999","","","","","","N","","","","","","N","","1","","11"
2015092950,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015071479,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999-9999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","2","99999999","99"
2015110335,"99","9","300 HEDLEY","","PHILA","PA","19137","REPUBLIC SERVICES","9999999999","073280","","","","","N","","","","","","N","","2","","05"
2015110335,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015053909,"99","8","3451 WALNUT ST","","PHILA","PA","19104","TRUSTEES OF THE UNIVERSITY OF","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015097481,"03","0","142 RTE 390","","CRESCO","PA","18326","R.S. TARZY TRUCKING","5702696409","016966","","","","","N","","","","","000239815","N","A-00121569","1","00477682","07"
2015121016,"99","8","440 N BROAD ST","","PHILA","PA","19130","SCHOOL DIST OF PHILA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015000597,"02","1","1519 COMMERCE AVENUE","4626 MAHEIM ROAD","CARLISLE/WAYNESBORO","PA","17015","GET INC AEH TRUCKING CO LLC","8146231111","026000","","","","","N","","","","","","N","","1","02020562","03"
2015004872,"03","6","1025B AIRPORT 100 WAY","","HANOVER","MD","21076","XPRESS GLOBAL SYSTEMS, INC","8006383936","017000","","","","","N","","","","","","N","","1","00534817","06"
2015059196,"03","4","122 SANDY HILL PATH","","KUNKLLETOWN","PA","18058","GE TF TRUST","4847649864","073280","","","","","N","","","","","","N","A-8910391","1","01774549","04"
2015081952,"99","1","1225 BENGIES RD STE B","","MIDDLE RIVER","MD","21220","MONRO MUFFLER BRAKE INC","3029990237","026600","","","","","N","","","","","","N","","3","00315484","05"
2015014301,"02","1","36 SOUTH 3RD STREET","","READING","PA","19602","ATV BAKERY","8004228364","014500","","","","","N","","","","","","N","","1","00573104","09"
2015127219,"02","8","SWIFTWATER","","SWIFTWATER","PA","18370","POCONO MOUNTAIN SCHOOL DRISTICT","5705808144","","","","","","N","","","","","","N","","2","","11"
2015021521,"05","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE","4436681081","025000","","","","","N","","","","","","N","","1","00327574","06"
2015029974,"02","2","5365 ALLENTOWN PK","","TEMPLE","PA","19560","SUBURBAN PROPANE","6109725143","033000","1","","","","Y","1","","","","","N","","2","00014695","03"
2015026084,"04","1","5695 WEST US 6","","KENDALLVILLE","IN","46755","AMERIGAS PROPANE","7242877656","026000","","","","","N","","","","","","N","","2","00388004","08"
2015048693,"05","3","1466 MITCHEL AVE.","","ZANESVILLE","OH","43701","DARKSIDE TRUCKING","7408198358","080000","","","","","N","","","","","","N","","2","01242834","08"
2015123403,"03","0","1-71 NORTH AVENUE EAST","","ELIZABETH","NJ","07201","NEW ENGLAND MOTOR FREIGHT INC","9089650100","080000","","","","","N","","","","","","N","","1","00031120","08"
2015063318,"04","4","5 SHINGISS ST","","MCKEES ROCKS","PA","15136","SEARIGHT EXCAVATING INC","4127600923","073280","","","","","N","","","","","","N","","2","02065949","04"
2015090307,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","","","2","","08"
2015018833,"05","1","1802 BURR OAK BLVD","","GRANGER","IA","50109","BARR NUNN TRANSPORTATION","5159992525","080000","","","","","N","","","","","","N","","2","00261978","08"
2015061335,"04","5","16 LITITZ ROAD","","LITITZ","PA","17543","ROHRER'S QUARRY","7176269771","033780","","","","","N","","","","","000845927","U","A-00089161","2","02450577","04"
2015105383,"99","6","5000 IN-38 #110","","LAFAYETTE","IN","47905","PRECISION MOTOR TRANSPORT","7654471221","080000","","","","","N","","","","","000018864","N","","1","01271780","06"
2015105383,"99","6","2608 CENTRAL AVE SUITE","","UNION CITY","CA","94587","TIP TOP TRANSPORT","5108124113","080000","","","","","N","","","","","000485625","N","","2","01698845","06"
2015025882,"05","9","130","","CANAL STREET","CT","06489-0000","NEW PENN MOTOR","8143292703","080000","","","","","N","","","","","","N","","2","00010670","08"
2015071225,"05","1","2607 BRICK CHURCH PIKE","","NASHVILLE","TN","37207","TENNESSEE STEEL","6152712444","020000","","","","","N","","","","","","N","","2","00159316","08"
2015098541,"02","8","186 OLD RT 15","","YORK SPRINGS","PA","17372","E & B TRANSPORTATION COMPANY","7176777773","031000","","","","","N","","","","","000626412","N","A-6410034","3","00356823","11"
2015033587,"03","1","40 STOCKFORD RD","","LANDSDOWNE","NB","E7L4K4","DONNELLY FARMS","8005619046","080000","","","","","N","","","","","","N","","2","00211761","08"
2015033587,"03","1","100 MIDLAND DR","","DIEPPE","NB","E1A6X4","MIDLAND TRANSPORT","8004657700","080000","","","","","N","","","","","","N","","1","00180155","08"
2015012835,"03","5","851 COUNTY LINE RD","","HUNTINGDON VALLEY","PA","19006","JDM MATERIALS","2153575505","036000","","","","","N","","","","","","N","","3","00157394","04"
2015069992,"06","4","1605 FRANKSTON, RD.","","SUMMERHILL","PA","15958","BEYER TRUCKING & EXCAVATING LLC","8142421267","080000","","","","","N","","","","","","N","A-8910302","1","01308679","08"
2016001937,"99","9","700 ROCK GLEN RD","","SCRANTON","PA","18505","JACK WILLIAMS TIRE CO","9999999999","999999","","","","","","","","","","","N","","3","","05"
2015048550,"03","4","14302 PENNSYLVANIA AVEN","","HAGERSTOWN","MD","21742","CUMBERLAND VALLEY CONTRACTING","3017333736","070000","","","","","N","","","","","","U","","1","00519506","04"
2015036991,"04","0","197 SWAMP CREEK RD","","GILBERTSVILLE","PA","19525","WASTE MANAGEMENT OF PA","6103671383","073280","","","","","N","","","","","","N","","1","00344050","04"
2015045709,"05","1","1625 S BROADWAY","","DE PERE","WI","54115","WEL COMPANIES INC","9203390110","080000","","","","","N","","","","","","N","","2","00166046","08"
2015049641,"05","1","101 BROOME CORP PKWY","","CONKLIN","NY","13748","MAINES PAPER AND FOOD SERVICE IN","6315018307","080000","","","","","N","","","","","","N","","1","00898878","08"
2015082952,"99","7","85 BRICKYARD RD","","YORK","PA","17402","PENN WASTE INC","9999999999","060000","","","","","N","","","","","","N","","2","","05"
2015136802,"05","1","2150 SCHUETZ RD. SUITE","","SAINT LOUIS","MO","63146","HOGAN TRUCK LEASING","6147679418","080000","","","","","N","","","","","","N","","2","00226618","08"
2015070083,"02","1","2830 NOLT RD","","LANCASTER","PA","17601","CHRISTOPHER E EFTHYMIADES","7172919133","","","","","","N","","","","","999999999","N","9999999999","2","99999999","03"
2015079523,"02","1","200 WASHINGTON AVE","","DRAVOSBURG","PA","15034","RED WHITE & BLUE CRANE LLC","4124691776","","","","","","N","","","","","","N","","3","02152871","04"
2015126122,"05","1","PO BOX 175","","MCVEYTOWN","PA","170510175","CLASS 1 TRANSPORT INC.","7178997345","080000","","","","","N","","","","","","N","A-01123811","2","00372475","08"
2015098367,"03","8","9 CRESENT STREET","","PITTSBURGH","PA","15223","AKS","4127811184","000000","","","","","N","","","","","","N","","2","","11"
2015106348,"04","7","107 SILVIA ST","","EWING","NJ","08628","WASTE MANAGEMENT","7135126200","073280","","","","","N","","","","","","N","","1","00344050","04"
2015005385,"04","4","513 SHAWVILLE HWY","P.O. BOX 241","WOODLAND","PA","16881","SAMUEL J LANSBERRY","8008326150","073280","","","","","N","","","","","000129124","N","A-00099642","2","00146157","04"
2015096806,"03","9","1728 RT 30","","CLINTON","PA","15026","DIAMOND CARGO EXPRESS","7242270500","","","","","","N","","","","","","N","00121989","2","01325605","07"
2015030594,"99","1","1485 COUNTRY TRAIL","","GREENWICH","RI","02818","CFS LOGISTICS","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2015052626,"05","9","3000 COUNTY HIGHWAY 8","","DILLONVALE","OA","43917","B R AND R TRUNKING INC.","7405351902","080000","","","","","N","","","","","","N","","2","02180584","08"
2015103085,"03","3","145 YOURGA PLACE","","WHEATLAND","PA","16161","YOURGA TRUCKING","7249813600","080000","","","","","N","","","","","000004683","N","","1","00098069","08"
2015044116,"05","1","950 KEYSER AVE","","SCRANTON","PA","18504","WM ROSENSTEIN & SONS CO","5703465771","080000","","","","","N","","","","","","N","","4","99999999","08"
2015075066,"99","1","76 MINER ST","","HUDSON","PA","18705","MICHAELS INC","5708237175","016000","","","","","N","","","","","","N","","1","00265752","04"
2015083978,"03","1","1801 E SHERMAN AVENUE","","VINELAND","NJ","08362-2119","FOUNDRY SERVICE CORPORATION","8566923100","080000","","","","","N","","","","","999999999","N","","2","00056800","04"
2015061805,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015119153,"02","1","801 S 29TH ST","","HARRISBURG","PA","17101","VERIZON SERVICES CORP","7175582612","","","","","","N","","","","","","N","","3","00033234","03"
2015089334,"05","3","224 RED RIDGE RD.","","MIFFLINBURG","PA","17844","ERDLEY TRUCKING LLC","5709660313","080000","","","","","N","","","","","","N","","2","00296076","08"
2015130378,"99","9","GILHAM ST","","PHILA","PA","19149","MOTT","9999999999","018000","","","","","N","","","","","","N","","2","","05"
2016002967,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015136658,"05","3","6116 SW LELAND","","DES MOINES","IA","50321","TMC","8002472460","008000","","","","","N","","","","","","N","","1","00087409","08"
2015119594,"03","4","1391 OLD READING ROAD","","PAXINOS","PA","17860","INDIAN HILLS TRUCKING","9999999999","007328","","","","","N","","","","","","N","A-00122484","1","02157199","06"
2015043272,"99","9","5 INDUSTRIAL DR","","NEW BRUNSWICK","NJ","08901","REPUBLIC SERVICES","9999999999","999999","","","","","N","","","","","","N","","2","","05"
